guid	text_clean	tag	img_path	img_exists	img_ok
1718		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1718.jpg	True	True
1509		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1509.jpg	True	True
2095		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2095.jpg	True	True
895		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\895.jpg	True	True
1391		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1391.jpg	True	True
80		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\80.jpg	True	True
1617		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1617.jpg	True	True
211		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\211.jpg	True	True
258		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\258.jpg	True	True
3684		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3684.jpg	True	True
3470		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3470.jpg	True	True
2905		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2905.jpg	True	True
3322		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3322.jpg	True	True
3883		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3883.jpg	True	True
72		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\72.jpg	True	True
1626		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1626.jpg	True	True
222		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\222.jpg	True	True
3816		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3816.jpg	True	True
535		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\535.jpg	True	True
3744		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3744.jpg	True	True
2892		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2892.jpg	True	True
4576		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4576.jpg	True	True
1461		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1461.jpg	True	True
230		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\230.jpg	True	True
4247		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4247.jpg	True	True
3709		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3709.jpg	True	True
718		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\718.jpg	True	True
412		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\412.jpg	True	True
3758		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3758.jpg	True	True
2388		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2388.jpg	True	True
2829		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2829.jpg	True	True
3255		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3255.jpg	True	True
2990		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2990.jpg	True	True
4901		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4901.jpg	True	True
794		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\794.jpg	True	True
3536		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3536.jpg	True	True
4830		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4830.jpg	True	True
2853		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2853.jpg	True	True
3622		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3622.jpg	True	True
4583		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4583.jpg	True	True
2058		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2058.jpg	True	True
4627		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4627.jpg	True	True
4418		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4418.jpg	True	True
2473		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2473.jpg	True	True
2902		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2902.jpg	True	True
398		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\398.jpg	True	True
4041		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4041.jpg	True	True
3225		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3225.jpg	True	True
1465		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1465.jpg	True	True
2891		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2891.jpg	True	True
1129		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1129.jpg	True	True
829		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\829.jpg	True	True
4833		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4833.jpg	True	True
4146		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4146.jpg	True	True
2974		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2974.jpg	True	True
3510		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3510.jpg	True	True
1739		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1739.jpg	True	True
887		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\887.jpg	True	True
1970		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1970.jpg	True	True
1534		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1534.jpg	True	True
1940		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1940.jpg	True	True
382		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\382.jpg	True	True
2322		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2322.jpg	True	True
3922		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3922.jpg	True	True
3549		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3549.jpg	True	True
142		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\142.jpg	True	True
3743		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3743.jpg	True	True
3769		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3769.jpg	True	True
1045		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1045.jpg	True	True
2023		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2023.jpg	True	True
3860		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3860.jpg	True	True
835		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\835.jpg	True	True
2025		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2025.jpg	True	True
2628		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2628.jpg	True	True
4407		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4407.jpg	True	True
4388		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4388.jpg	True	True
422		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\422.jpg	True	True
880		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\880.jpg	True	True
4016		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4016.jpg	True	True
1598		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1598.jpg	True	True
190		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\190.jpg	True	True
5087		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5087.jpg	True	True
1589		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1589.jpg	True	True
798		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\798.jpg	True	True
693		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\693.jpg	True	True
893		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\893.jpg	True	True
3067		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3067.jpg	True	True
3177		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3177.jpg	True	True
4794		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4794.jpg	True	True
3147		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3147.jpg	True	True
3455		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3455.jpg	True	True
4278		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4278.jpg	True	True
2337		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2337.jpg	True	True
3014		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3014.jpg	True	True
497		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\497.jpg	True	True
1544		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1544.jpg	True	True
129		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\129.jpg	True	True
815		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\815.jpg	True	True
3979		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3979.jpg	True	True
2009		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2009.jpg	True	True
2973		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2973.jpg	True	True
3720		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3720.jpg	True	True
4153		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4153.jpg	True	True
3430		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3430.jpg	True	True
643		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\643.jpg	True	True
2022		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2022.jpg	True	True
3068		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3068.jpg	True	True
747		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\747.jpg	True	True
2692		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2692.jpg	True	True
692		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\692.jpg	True	True
3729		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3729.jpg	True	True
1330		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1330.jpg	True	True
1414		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1414.jpg	True	True
1258		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1258.jpg	True	True
1538		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1538.jpg	True	True
3094		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3094.jpg	True	True
1207		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1207.jpg	True	True
963		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\963.jpg	True	True
4248		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4248.jpg	True	True
3843		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3843.jpg	True	True
3836		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3836.jpg	True	True
3583		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3583.jpg	True	True
4978		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4978.jpg	True	True
2913		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2913.jpg	True	True
442		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\442.jpg	True	True
3211		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3211.jpg	True	True
3049		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3049.jpg	True	True
4305		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4305.jpg	True	True
3569		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3569.jpg	True	True
2843		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2843.jpg	True	True
3263		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3263.jpg	True	True
1028		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1028.jpg	True	True
512		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\512.jpg	True	True
3586		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3586.jpg	True	True
4441		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4441.jpg	True	True
3421		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3421.jpg	True	True
416		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\416.jpg	True	True
2946		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2946.jpg	True	True
3093		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3093.jpg	True	True
4632		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4632.jpg	True	True
1755		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1755.jpg	True	True
1044		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1044.jpg	True	True
4048		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4048.jpg	True	True
1973		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1973.jpg	True	True
1481		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1481.jpg	True	True
4088		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4088.jpg	True	True
907		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\907.jpg	True	True
1304		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1304.jpg	True	True
4547		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4547.jpg	True	True
2165		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2165.jpg	True	True
1421		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1421.jpg	True	True
5116		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5116.jpg	True	True
4296		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4296.jpg	True	True
1495		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1495.jpg	True	True
2476		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2476.jpg	True	True
158		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\158.jpg	True	True
4937		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4937.jpg	True	True
3834		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3834.jpg	True	True
3287		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3287.jpg	True	True
3204		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3204.jpg	True	True
4189		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4189.jpg	True	True
1542		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1542.jpg	True	True
3533		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3533.jpg	True	True
645		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\645.jpg	True	True
1776		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1776.jpg	True	True
410		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\410.jpg	True	True
1624		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1624.jpg	True	True
1603		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1603.jpg	True	True
3783		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3783.jpg	True	True
4741		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4741.jpg	True	True
1274		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1274.jpg	True	True
1471		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1471.jpg	True	True
624		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\624.jpg	True	True
2044		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2044.jpg	True	True
3795		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3795.jpg	True	True
4436		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4436.jpg	True	True
42		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\42.jpg	True	True
859		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\859.jpg	True	True
2581		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2581.jpg	True	True
2558		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2558.jpg	True	True
3313		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3313.jpg	True	True
3674		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3674.jpg	True	True
1139		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1139.jpg	True	True
4798		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4798.jpg	True	True
3792		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3792.jpg	True	True
4313		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4313.jpg	True	True
1722		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1722.jpg	True	True
3750		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3750.jpg	True	True
4836		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4836.jpg	True	True
5019		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5019.jpg	True	True
450		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\450.jpg	True	True
1886		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1886.jpg	True	True
3118		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3118.jpg	True	True
2936		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2936.jpg	True	True
4690		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4690.jpg	True	True
2428		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2428.jpg	True	True
4120		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4120.jpg	True	True
3240		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3240.jpg	True	True
1838		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1838.jpg	True	True
2089		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2089.jpg	True	True
1009		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1009.jpg	True	True
4258		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4258.jpg	True	True
1260		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1260.jpg	True	True
1140		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1140.jpg	True	True
4374		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4374.jpg	True	True
3844		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3844.jpg	True	True
1623		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1623.jpg	True	True
1499		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1499.jpg	True	True
3097		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3097.jpg	True	True
2145		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2145.jpg	True	True
1425		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1425.jpg	True	True
1220		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1220.jpg	True	True
5093		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5093.jpg	True	True
1483		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1483.jpg	True	True
151		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\151.jpg	True	True
904		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\904.jpg	True	True
4045		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4045.jpg	True	True
944		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\944.jpg	True	True
5106		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5106.jpg	True	True
327		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\327.jpg	True	True
3437		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3437.jpg	True	True
1420		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1420.jpg	True	True
2785		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2785.jpg	True	True
1148		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1148.jpg	True	True
4637		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4637.jpg	True	True
4688		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4688.jpg	True	True
3431		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3431.jpg	True	True
3724		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3724.jpg	True	True
523		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\523.jpg	True	True
405		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\405.jpg	True	True
4069		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4069.jpg	True	True
3499		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3499.jpg	True	True
1977		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1977.jpg	True	True
4713		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4713.jpg	True	True
2311		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2311.jpg	True	True
2868		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2868.jpg	True	True
314		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\314.jpg	True	True
2687		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2687.jpg	True	True
2564		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2564.jpg	True	True
1654		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1654.jpg	True	True
2000		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2000.jpg	True	True
3713		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3713.jpg	True	True
1270		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1270.jpg	True	True
1472		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1472.jpg	True	True
1919		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1919.jpg	True	True
3310		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3310.jpg	True	True
656		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\656.jpg	True	True
1124		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1124.jpg	True	True
1569		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1569.jpg	True	True
5073		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5073.jpg	True	True
4783		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4783.jpg	True	True
750		negative	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\750.jpg	True	True
5035		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5035.jpg	True	True
1023		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1023.jpg	True	True
291		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\291.jpg	True	True
1092		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1092.jpg	True	True
4932		neutral	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4932.jpg	True	True
4316		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4316.jpg	True	True
2620		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2620.jpg	True	True
49		positive	D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\49.jpg	True	True
