guid,tag,text,text_clean,img_exists,img_ok,img_path
3794,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3794.jpg
468,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\468.jpg
802,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\802.jpg
451,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\451.jpg
5005,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5005.jpg
1320,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1320.jpg
4830,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4830.jpg
966,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\966.jpg
4158,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4158.jpg
1658,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1658.jpg
655,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\655.jpg
4841,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4841.jpg
828,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\828.jpg
4004,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4004.jpg
3742,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3742.jpg
4770,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4770.jpg
1156,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1156.jpg
4769,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4769.jpg
597,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\597.jpg
3867,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3867.jpg
1939,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1939.jpg
1687,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1687.jpg
1555,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1555.jpg
84,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\84.jpg
894,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\894.jpg
4395,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4395.jpg
3470,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3470.jpg
2011,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2011.jpg
1357,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1357.jpg
3932,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3932.jpg
5119,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5119.jpg
5103,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5103.jpg
328,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\328.jpg
485,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\485.jpg
1208,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1208.jpg
1832,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1832.jpg
4128,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4128.jpg
1683,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1683.jpg
4086,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4086.jpg
934,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\934.jpg
318,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\318.jpg
393,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\393.jpg
5028,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5028.jpg
4073,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4073.jpg
2366,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2366.jpg
3708,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3708.jpg
2783,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2783.jpg
2875,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2875.jpg
3420,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3420.jpg
612,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\612.jpg
1523,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1523.jpg
1570,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1570.jpg
512,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\512.jpg
783,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\783.jpg
2503,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2503.jpg
4991,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4991.jpg
3664,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3664.jpg
874,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\874.jpg
315,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\315.jpg
4301,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4301.jpg
5093,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5093.jpg
1884,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1884.jpg
2002,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2002.jpg
1176,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1176.jpg
2695,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2695.jpg
3989,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3989.jpg
3732,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3732.jpg
3555,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3555.jpg
2441,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2441.jpg
69,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\69.jpg
3703,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3703.jpg
2713,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2713.jpg
2961,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2961.jpg
95,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\95.jpg
1380,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1380.jpg
3522,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3522.jpg
3037,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3037.jpg
4241,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4241.jpg
3640,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3640.jpg
1187,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1187.jpg
1585,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1585.jpg
4850,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4850.jpg
1137,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1137.jpg
1240,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1240.jpg
2670,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2670.jpg
3506,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3506.jpg
1278,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1278.jpg
153,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\153.jpg
5016,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5016.jpg
3587,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3587.jpg
3536,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3536.jpg
102,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\102.jpg
118,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\118.jpg
2806,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2806.jpg
866,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\866.jpg
3278,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3278.jpg
1976,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1976.jpg
1748,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1748.jpg
2371,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2371.jpg
688,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\688.jpg
3249,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3249.jpg
3481,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3481.jpg
4573,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4573.jpg
3101,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3101.jpg
1605,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1605.jpg
860,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\860.jpg
3855,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3855.jpg
3115,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3115.jpg
1470,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1470.jpg
1786,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1786.jpg
4133,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4133.jpg
1002,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1002.jpg
2462,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2462.jpg
981,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\981.jpg
997,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\997.jpg
625,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\625.jpg
2692,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2692.jpg
4602,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4602.jpg
2799,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2799.jpg
304,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\304.jpg
1975,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1975.jpg
4938,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4938.jpg
1515,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1515.jpg
3208,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3208.jpg
4641,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4641.jpg
4238,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4238.jpg
592,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\592.jpg
5118,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5118.jpg
2529,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2529.jpg
4672,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4672.jpg
4600,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4600.jpg
3583,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3583.jpg
5036,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\5036.jpg
3502,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3502.jpg
3736,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3736.jpg
3860,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3860.jpg
825,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\825.jpg
3787,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3787.jpg
3019,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3019.jpg
770,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\770.jpg
1131,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1131.jpg
4447,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4447.jpg
281,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\281.jpg
3488,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3488.jpg
858,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\858.jpg
3974,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3974.jpg
322,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\322.jpg
1739,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1739.jpg
868,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\868.jpg
965,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\965.jpg
4711,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4711.jpg
408,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\408.jpg
4749,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4749.jpg
4663,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4663.jpg
835,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\835.jpg
3589,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3589.jpg
2791,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2791.jpg
4391,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4391.jpg
3673,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3673.jpg
2108,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2108.jpg
75,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\75.jpg
1535,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1535.jpg
3332,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3332.jpg
83,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\83.jpg
1413,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1413.jpg
2964,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2964.jpg
2613,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2613.jpg
2561,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2561.jpg
3426,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3426.jpg
2459,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2459.jpg
1558,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1558.jpg
3380,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3380.jpg
621,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\621.jpg
56,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\56.jpg
1362,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1362.jpg
2782,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2782.jpg
1745,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1745.jpg
1024,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1024.jpg
1925,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1925.jpg
4337,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4337.jpg
1487,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1487.jpg
1726,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1726.jpg
2663,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2663.jpg
4042,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4042.jpg
2074,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2074.jpg
1932,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1932.jpg
148,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\148.jpg
4701,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4701.jpg
1386,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1386.jpg
4788,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4788.jpg
2313,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2313.jpg
3416,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3416.jpg
4426,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4426.jpg
1689,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1689.jpg
1264,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1264.jpg
4861,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4861.jpg
1781,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1781.jpg
4012,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4012.jpg
1617,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1617.jpg
1438,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1438.jpg
1784,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1784.jpg
3829,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3829.jpg
4446,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4446.jpg
891,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\891.jpg
2773,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2773.jpg
2081,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2081.jpg
832,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\832.jpg
2809,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2809.jpg
4781,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4781.jpg
3430,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3430.jpg
2726,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2726.jpg
3577,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3577.jpg
4048,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4048.jpg
4899,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4899.jpg
729,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\729.jpg
669,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\669.jpg
3924,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3924.jpg
1640,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1640.jpg
2923,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2923.jpg
865,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\865.jpg
3347,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3347.jpg
4443,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4443.jpg
3987,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3987.jpg
525,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\525.jpg
4731,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4731.jpg
4263,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4263.jpg
1141,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1141.jpg
1826,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1826.jpg
3207,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3207.jpg
2883,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2883.jpg
1056,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1056.jpg
4958,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4958.jpg
3785,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3785.jpg
1948,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1948.jpg
3677,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3677.jpg
4666,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4666.jpg
2967,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2967.jpg
1277,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1277.jpg
85,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\85.jpg
928,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\928.jpg
3173,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3173.jpg
2641,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2641.jpg
2978,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2978.jpg
4298,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4298.jpg
378,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\378.jpg
3384,neutral,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3384.jpg
3541,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\3541.jpg
4923,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4923.jpg
4780,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\4780.jpg
2938,positive,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\2938.jpg
1444,negative,,,True,True,D:\课程\当代人工智能\project5\lab5\Contemporary-AI-lab5\code\data\1444.jpg
